7.60006700e+03	2.40000000e-02	1.29404657e+00	-5.15737168e-04	-1.07373527e-02	9.63902600e-02	1.24551014e-01	2.22440392e-02	1.81439287e-02	1.00000000e+00
7.61064100e+03	2.40000000e-02	1.42783605e+00	-3.87009683e-04	-6.30026121e-03	8.67040742e-02	1.23750801e-01	1.84490080e-02	1.81439287e-02	1.00000000e+00
7.62455600e+03	2.40000000e-02	1.50026866e+00	-4.00217877e-04	-4.38903397e-03	8.33179544e-02	1.24975219e-01	2.12048993e-02	1.81439287e-02	1.00000000e+00
7.63720000e+03	2.40000000e-02	1.55639020e+00	-2.99726416e-04	-4.53722912e-03	8.10561755e-02	1.26139953e-01	1.46302752e-02	1.81439287e-02	1.00000000e+00
7.64969900e+03	2.40000000e-02	1.60163282e+00	-3.10250090e-04	-3.30153742e-03	8.00281857e-02	1.28166607e-01	1.65389558e-02	1.81439287e-02	1.00000000e+00
7.66219900e+03	2.40000000e-02	1.63061849e+00	-2.73595499e-04	-1.40470565e-04	7.94919432e-02	1.29614653e-01	1.73559616e-02	1.81439287e-02	1.00000000e+00
7.67473300e+03	2.40000000e-02	1.66023017e+00	-1.91456979e-04	-1.11790573e-03	7.89963156e-02	1.31147200e-01	1.11257681e-02	1.81439287e-02	1.00000000e+00
7.68733100e+03	2.40000000e-02	1.67281791e+00	-1.80155146e-04	1.47391066e-03	7.91749305e-02	1.32442424e-01	1.29948323e-02	1.81439287e-02	1.00000000e+00
7.70001000e+03	2.40000000e-02	1.67949330e+00	-1.66641433e-04	2.70125336e-03	7.85645372e-02	1.31947048e-01	1.33579730e-02	1.81439287e-02	1.00000000e+00
7.70038800e+03	2.40000000e-02	1.69100309e+00	-1.75879593e-04	6.24474717e-03	7.85069888e-02	1.32753678e-01	1.74922472e-02	1.81439287e-02	1.00000000e+00
7.70071900e+03	2.40000000e-02	1.69666215e+00	-1.36090753e-04	4.32777576e-03	7.82336400e-02	1.32734741e-01	1.30307794e-02	1.81439287e-02	1.00000000e+00
7.70107100e+03	2.40000000e-02	1.70064828e+00	-1.68862743e-04	5.03738112e-03	7.82333355e-02	1.33046222e-01	1.58361535e-02	1.81439287e-02	1.00000000e+00
7.70143400e+03	2.40000000e-02	1.69781256e+00	-1.17389886e-04	5.35226162e-03	7.79860932e-02	1.32404359e-01	1.28593449e-02	1.81439287e-02	1.00000000e+00
7.70179800e+03	2.40000000e-02	1.70105299e+00	-1.70043291e-04	4.27533634e-03	7.79485064e-02	1.32593574e-01	1.51496048e-02	1.81439287e-02	1.00000000e+00
7.70215500e+03	2.40000000e-02	1.69766058e+00	-2.16074809e-04	-9.47725514e-04	7.77712817e-02	1.32028130e-01	1.28702585e-02	1.81439287e-02	1.00000000e+00
7.70251500e+03	2.40000000e-02	1.69632989e+00	-3.45446971e-04	-2.04433750e-03	7.75286702e-02	1.31513345e-01	2.00469963e-02	1.81439287e-02	1.00000000e+00
7.70287900e+03	2.40000000e-02	1.69865633e+00	-3.68749971e-04	-4.85646621e-03	7.77167421e-02	1.32012864e-01	1.87250944e-02	1.81439287e-02	1.00000000e+00
7.70324200e+03	2.40000000e-02	1.70895372e+00	-2.70824681e-04	-4.62755228e-03	7.80494797e-02	1.33381552e-01	1.26916861e-02	1.81439287e-02	1.00000000e+00
7.70360000e+03	2.40000000e-02	1.71289944e+00	-3.28691320e-04	-2.05752941e-03	7.80690502e-02	1.33723339e-01	1.89622805e-02	1.81439287e-02	1.00000000e+00
7.70396100e+03	2.40000000e-02	1.71498777e+00	-2.84620482e-04	-3.70697799e-03	7.79878305e-02	1.33747271e-01	1.44945018e-02	1.81439287e-02	1.00000000e+00
7.70432500e+03	2.40000000e-02	1.71748541e+00	-3.65808216e-04	-4.72884459e-03	7.78975179e-02	1.33786529e-01	1.86645908e-02	1.81439287e-02	1.00000000e+00
7.70468700e+03	2.40000000e-02	1.72432932e+00	-2.95865933e-04	-3.15917530e-03	7.80609715e-02	1.34601685e-01	1.57614511e-02	1.81439287e-02	1.00000000e+00
7.70502000e+03	2.40000000e-02	1.72473335e+00	-3.11489771e-04	-2.63347706e-03	7.79216279e-02	1.34393075e-01	1.72862938e-02	1.81439287e-02	1.00000000e+00
7.70538100e+03	2.40000000e-02	1.72998003e+00	-2.65495139e-04	1.06412546e-03	7.79878945e-02	1.34916767e-01	1.80425396e-02	1.81439287e-02	1.00000000e+00
7.70574900e+03	2.40000000e-02	1.73887776e+00	-1.71842629e-04	9.20794710e-04	7.82929133e-02	1.36140801e-01	1.19101309e-02	1.81439287e-02	1.00000000e+00
7.70611200e+03	2.40000000e-02	1.74629780e+00	-1.81055877e-04	4.14559023e-04	7.84286612e-02	1.36959404e-01	1.19930824e-02	1.81439287e-02	1.00000000e+00
7.70647100e+03	2.40000000e-02	1.75307564e+00	-2.43113848e-04	2.30120830e-03	7.84285343e-02	1.37490018e-01	1.78483389e-02	1.81439287e-02	1.00000000e+00
7.70683100e+03	2.40000000e-02	1.77038243e+00	-2.78572126e-04	2.40480092e-03	7.85523765e-02	1.39066414e-01	2.02194884e-02	1.81439287e-02	1.00000000e+00
7.70719600e+03	2.40000000e-02	1.78520340e+00	-1.28687766e-04	4.05146553e-03	7.86429467e-02	1.40392742e-01	1.22810481e-02	1.81439287e-02	1.00000000e+00
7.70755700e+03	2.40000000e-02	1.79015144e+00	-2.68006845e-04	3.59268491e-03	7.85237890e-02	1.40568735e-01	2.07317227e-02	1.81439287e-02	1.00000000e+00
