7.60006700e+03	4.80000000e-01	1.37779622e+00	5.89763828e-01	2.49831222e-01	9.23857371e-02	1.26798750e-01	1.00000000e+00
7.61064100e+03	4.80000000e-01	1.53266956e+00	6.42387128e-01	2.49729245e-01	8.25821064e-02	1.26556751e-01	1.00000000e+00
7.62455600e+03	4.80000000e-01	1.58039746e+00	5.75533343e-01	2.49801782e-01	8.04265278e-02	1.27120620e-01	1.00000000e+00
7.63720000e+03	4.80000000e-01	1.63186054e+00	5.88064023e-01	2.49779643e-01	7.99948979e-02	1.30371657e-01	1.00000000e+00
7.64969900e+03	4.80000000e-01	1.62594313e+00	5.87138036e-01	2.49713259e-01	8.01893975e-02	1.30141732e-01	1.00000000e+00
7.66219900e+03	4.80000000e-01	1.62709962e+00	5.77183353e-01	2.49834489e-01	8.00442470e-02	1.30178559e-01	1.00000000e+00
7.67473300e+03	4.80000000e-01	1.73995109e+00	5.94940484e-01	2.49721426e-01	8.05946539e-02	1.40333696e-01	1.00000000e+00
7.68733100e+03	4.80000000e-01	1.63728235e+00	5.94999770e-01	2.49732689e-01	8.10827184e-02	1.32697232e-01	1.00000000e+00
7.70001000e+03	4.80000000e-01	1.64246929e+00	5.89646604e-01	2.49832808e-01	8.17132344e-02	1.34179061e-01	1.00000000e+00
7.70038800e+03	4.80000000e-01	1.64507621e+00	5.81161352e-01	2.49750094e-01	8.13542104e-02	1.33850495e-01	1.00000000e+00
7.70071900e+03	4.80000000e-01	1.65006132e+00	6.09840059e-01	2.49758189e-01	8.15248541e-02	1.34498704e-01	1.00000000e+00
7.70107100e+03	4.80000000e-01	1.64897248e+00	5.77828346e-01	2.49658035e-01	8.15833352e-02	1.34540537e-01	1.00000000e+00
7.70143400e+03	4.80000000e-01	1.64480702e+00	5.90778280e-01	2.49830297e-01	8.14434017e-02	1.33986049e-01	1.00000000e+00
7.70179800e+03	4.80000000e-01	1.65120515e+00	5.86661426e-01	2.49725545e-01	8.16574273e-02	1.34731522e-01	1.00000000e+00
7.70215500e+03	4.80000000e-01	1.65016678e+00	5.94280717e-01	2.49752340e-01	8.16425300e-02	1.34742871e-01	1.00000000e+00
7.70251500e+03	4.80000000e-01	1.64769628e+00	6.26875927e-01	2.49854282e-01	8.14452057e-02	1.34186279e-01	1.00000000e+00
7.70287900e+03	4.80000000e-01	1.64473165e+00	5.88784323e-01	2.49727956e-01	8.14748486e-02	1.34011183e-01	1.00000000e+00
7.70324200e+03	4.80000000e-01	1.64540077e+00	6.33375478e-01	2.49764676e-01	8.16684737e-02	1.34376159e-01	1.00000000e+00
7.70360000e+03	4.80000000e-01	1.64463338e+00	6.03789114e-01	2.49798202e-01	8.14808612e-02	1.34042171e-01	1.00000000e+00
7.70396100e+03	4.80000000e-01	1.64815834e+00	5.91808565e-01	2.49733477e-01	8.16420960e-02	1.34527120e-01	1.00000000e+00
7.70432500e+03	4.80000000e-01	1.65234846e+00	5.92268792e-01	2.49776610e-01	8.19232804e-02	1.35331527e-01	1.00000000e+00
7.70468700e+03	4.80000000e-01	1.65250155e+00	5.89052038e-01	2.49810389e-01	8.20031616e-02	1.35416020e-01	1.00000000e+00
7.70502000e+03	4.80000000e-01	1.64974371e+00	5.74442610e-01	2.49754516e-01	8.17930361e-02	1.34961960e-01	1.00000000e+00
7.70538100e+03	4.80000000e-01	1.64831378e+00	6.01000258e-01	2.49796233e-01	8.17237688e-02	1.34706537e-01	1.00000000e+00
7.70574900e+03	4.80000000e-01	1.64978023e+00	6.43658129e-01	2.49683616e-01	8.17584776e-02	1.34903574e-01	1.00000000e+00
7.70611200e+03	4.80000000e-01	1.66203185e+00	5.93305055e-01	2.49759642e-01	8.19369856e-02	1.36357255e-01	1.00000000e+00
7.70647100e+03	4.80000000e-01	1.67142410e+00	5.74924498e-01	2.49792023e-01	8.19294547e-02	1.36978341e-01	1.00000000e+00
7.70683100e+03	4.80000000e-01	1.68688988e+00	6.28639565e-01	2.49816028e-01	8.22105140e-02	1.38796109e-01	1.00000000e+00
7.70719600e+03	4.80000000e-01	1.69969214e+00	5.92631016e-01	2.49782298e-01	8.20977204e-02	1.39677357e-01	1.00000000e+00
7.70755700e+03	4.80000000e-01	1.70984409e+00	5.85112990e-01	2.49792262e-01	8.21871360e-02	1.40776985e-01	1.00000000e+00
7.70791500e+03	4.80000000e-01	1.71320294e+00	6.13305249e-01	2.49736572e-01	8.20416139e-02	1.40804765e-01	1.00000000e+00
7.70828000e+03	4.80000000e-01	1.71504530e+00	5.95038450e-01	2.49790771e-01	8.20579839e-02	1.40735183e-01	1.00000000e+00
7.70864600e+03	4.80000000e-01	1.71831337e+00	5.87971820e-01	2.49748104e-01	8.22936120e-02	1.41382637e-01	1.00000000e+00
7.70898200e+03	4.80000000e-01	1.71427514e+00	5.79786672e-01	2.49805973e-01	8.21361311e-02	1.40848072e-01	1.00000000e+00
7.70929000e+03	4.80000000e-01	1.71185925e+00	6.32407996e-01	2.49847321e-01	8.20664810e-02	1.40522229e-01	1.00000000e+00
7.70959600e+03	4.80000000e-01	1.71719882e+00	5.88902413e-01	2.49700418e-01	8.22738053e-02	1.41253806e-01	1.00000000e+00
7.70990300e+03	4.80000000e-01	1.71799939e+00	5.85608140e-01	2.49821892e-01	8.21799155e-02	1.41152942e-01	1.00000000e+00
7.71021100e+03	4.80000000e-01	1.71317218e+00	6.41325897e-01	2.49775375e-01	8.23243821e-02	1.41041163e-01	1.00000000e+00
7.71051400e+03	4.80000000e-01	1.70778246e+00	5.87450476e-01	2.49752543e-01	8.22251653e-02	1.40421650e-01	1.00000000e+00
7.71082300e+03	4.80000000e-01	1.70690353e+00	5.90628829e-01	2.49796687e-01	8.21038334e-02	1.40207928e-01	1.00000000e+00
7.71110800e+03	4.80000000e-01	1.70527221e+00	6.41345170e-01	2.49756771e-01	8.21502339e-02	1.40119461e-01	1.00000000e+00
7.71141600e+03	4.80000000e-01	1.71258581e+00	6.38976760e-01	2.49780102e-01	8.23767032e-02	1.41130470e-01	1.00000000e+00
7.71172500e+03	4.80000000e-01	1.70882675e+00	5.82992888e-01	2.49767978e-01	8.23164717e-02	1.41018522e-01	1.00000000e+00
7.71202900e+03	4.80000000e-01	1.70813034e+00	5.70828485e-01	2.49858336e-01	8.23603103e-02	1.40925195e-01	1.00000000e+00
7.71233300e+03	4.80000000e-01	1.70611790e+00	5.63209731e-01	2.49787946e-01	8.20564278e-02	1.40623523e-01	1.00000000e+00
7.71264400e+03	4.80000000e-01	1.69969083e+00	6.14718237e-01	2.49750532e-01	8.15134124e-02	1.38590558e-01	1.00000000e+00
7.71295300e+03	4.80000000e-01	1.70904092e+00	5.77833613e-01	2.49796919e-01	8.17633539e-02	1.40204508e-01	1.00000000e+00
