7.60006700e+03	1.40000000e+00	1.37479882e+00	-6.51684998e-01	-2.41795334e-01	9.23895826e-02	1.26795004e-01
7.61064100e+03	1.40000000e+00	1.53266394e+00	-6.04282468e-01	-2.41813340e-01	8.25646585e-02	1.26587118e-01
7.62455600e+03	1.40000000e+00	1.58040030e+00	-6.33089814e-01	-2.41947055e-01	8.04060825e-02	1.27153874e-01
7.63720000e+03	1.40000000e+00	1.63167343e+00	-6.28922007e-01	-2.41936029e-01	7.99817443e-02	1.30493510e-01
7.64969900e+03	1.40000000e+00	1.62586821e+00	-5.94878949e-01	-2.41948389e-01	8.01725847e-02	1.30343473e-01
7.66219900e+03	1.40000000e+00	1.62571344e+00	-6.37083418e-01	-2.41819603e-01	8.00692820e-02	1.30161316e-01
7.67473300e+03	1.40000000e+00	1.73989764e+00	-6.56100238e-01	-2.41944008e-01	8.05940374e-02	1.40266228e-01
7.68733100e+03	1.40000000e+00	1.63744768e+00	-6.56169155e-01	-2.41952693e-01	8.10744225e-02	1.32724117e-01
7.70001000e+03	1.40000000e+00	1.64139021e+00	-6.52450897e-01	-2.41913823e-01	8.17137460e-02	1.34180824e-01
7.70038800e+03	1.40000000e+00	1.64571220e+00	-6.43796274e-01	-2.41974964e-01	8.13472069e-02	1.33839671e-01
7.70071900e+03	1.40000000e+00	1.64970831e+00	-5.98260332e-01	-2.41959870e-01	8.15112729e-02	1.34476908e-01
7.70107100e+03	1.40000000e+00	1.64925445e+00	-6.39313896e-01	-2.42010201e-01	8.15732311e-02	1.34533407e-01
7.70143400e+03	1.40000000e+00	1.64491690e+00	-6.53492942e-01	-2.41951934e-01	8.14430703e-02	1.33984023e-01
7.70179800e+03	1.40000000e+00	1.65055469e+00	-5.98315320e-01	-2.41770571e-01	8.17067640e-02	1.34860668e-01
7.70215500e+03	1.40000000e+00	1.65096966e+00	-6.56248750e-01	-2.41932941e-01	8.16356683e-02	1.34742292e-01
7.70251500e+03	1.40000000e+00	1.64792204e+00	-6.06202453e-01	-2.41935891e-01	8.14448367e-02	1.34186761e-01
7.70287900e+03	1.40000000e+00	1.64539946e+00	-6.15933818e-01	-2.41859449e-01	8.14504249e-02	1.34020765e-01
7.70324200e+03	1.40000000e+00	1.64541251e+00	-6.00749010e-01	-2.42022147e-01	8.17058180e-02	1.34463742e-01
7.70360000e+03	1.40000000e+00	1.64421671e+00	-5.92976935e-01	-2.41947091e-01	8.14592315e-02	1.33962563e-01
7.70396100e+03	1.40000000e+00	1.64781113e+00	-6.54050127e-01	-2.41908360e-01	8.16446013e-02	1.34535464e-01
7.70432500e+03	1.40000000e+00	1.65180806e+00	-5.82973867e-01	-2.41991193e-01	8.19394826e-02	1.35352574e-01
7.70468700e+03	1.40000000e+00	1.65070159e+00	-6.39161490e-01	-2.41674894e-01	8.19445824e-02	1.35278556e-01
7.70502000e+03	1.40000000e+00	1.64947726e+00	-6.32531435e-01	-2.41966808e-01	8.17914200e-02	1.35033751e-01
7.70538100e+03	1.40000000e+00	1.64868615e+00	-6.08692714e-01	-2.41977883e-01	8.17327551e-02	1.34726724e-01
7.70574900e+03	1.40000000e+00	1.65029593e+00	-6.01303665e-01	-2.42145559e-01	8.17117316e-02	1.34911271e-01
7.70611200e+03	1.40000000e+00	1.66250788e+00	-5.83237333e-01	-2.41921681e-01	8.19176396e-02	1.36202862e-01
7.70647100e+03	1.40000000e+00	1.67121761e+00	-6.34690732e-01	-2.41899750e-01	8.19167996e-02	1.37047103e-01
7.70683100e+03	1.40000000e+00	1.68824534e+00	-6.05358312e-01	-2.41970895e-01	8.22145536e-02	1.38811076e-01
7.70719600e+03	1.40000000e+00	1.69867907e+00	-5.82774951e-01	-2.41932478e-01	8.20788465e-02	1.39460784e-01
7.70755700e+03	1.40000000e+00	1.71003678e+00	-5.95652177e-01	-2.41961724e-01	8.21668447e-02	1.40509477e-01
7.70791500e+03	1.40000000e+00	1.71390449e+00	-6.00070402e-01	-2.42026574e-01	8.20587253e-02	1.40734838e-01
7.70828000e+03	1.40000000e+00	1.71436445e+00	-6.10599606e-01	-2.41876202e-01	8.20338200e-02	1.40811338e-01
7.70864600e+03	1.40000000e+00	1.71802854e+00	-6.38216484e-01	-2.41958050e-01	8.22958478e-02	1.41386962e-01
7.70898200e+03	1.40000000e+00	1.71508200e+00	-6.42726985e-01	-2.42132988e-01	8.21236096e-02	1.40843900e-01
7.70929000e+03	1.40000000e+00	1.71225171e+00	-6.04720699e-01	-2.41904459e-01	8.20710675e-02	1.40541349e-01
7.70959600e+03	1.40000000e+00	1.71638284e+00	-5.80974908e-01	-2.41919494e-01	8.22688015e-02	1.41212660e-01
7.70990300e+03	1.40000000e+00	1.71765594e+00	-6.48286993e-01	-2.41889226e-01	8.21796827e-02	1.41150078e-01
7.71021100e+03	1.40000000e+00	1.71259887e+00	-6.00834053e-01	-2.41872476e-01	8.23334206e-02	1.41104476e-01
7.71051400e+03	1.40000000e+00	1.70805962e+00	-6.38993895e-01	-2.41931737e-01	8.22199113e-02	1.40431945e-01
7.71082300e+03	1.40000000e+00	1.70735104e+00	-6.49714791e-01	-2.41930513e-01	8.20804255e-02	1.40140679e-01
7.71110800e+03	1.40000000e+00	1.70641538e+00	-5.98834701e-01	-2.41973390e-01	8.21571469e-02	1.40272660e-01
7.71141600e+03	1.40000000e+00	1.71163933e+00	-6.01515343e-01	-2.41906825e-01	8.23772649e-02	1.41279074e-01
7.71172500e+03	1.40000000e+00	1.70827544e+00	-5.81214135e-01	-2.41934062e-01	8.23083919e-02	1.40664522e-01
7.71202900e+03	1.40000000e+00	1.70609474e+00	-5.89845186e-01	-2.41933724e-01	8.23487378e-02	1.40730888e-01
7.71233300e+03	1.40000000e+00	1.70722763e+00	-6.50821043e-01	-2.41923316e-01	8.20253891e-02	1.40113814e-01
7.71264400e+03	1.40000000e+00	1.70256118e+00	-5.94874779e-01	-2.41914057e-01	8.15180055e-02	1.39218102e-01
7.71295300e+03	1.40000000e+00	1.70999338e+00	-5.94803169e-01	-2.41922160e-01	8.17621295e-02	1.40089019e-01
7.71323500e+03	1.40000000e+00	1.71291906e+00	-6.22646277e-01	-2.41880195e-01	8.13900343e-02	1.39413633e-01
7.71353800e+03	1.40000000e+00	1.72722588e+00	-5.78962683e-01	-2.41949269e-01	8.14624278e-02	1.40814523e-01
7.71385300e+03	1.40000000e+00	1.74531464e+00	-6.46730758e-01	-2.41658458e-01	8.19011292e-02	1.43020132e-01
7.71416100e+03	1.40000000e+00	1.77057292e+00	-5.85917628e-01	-2.41933510e-01	8.25852518e-02	1.46309689e-01
7.71447000e+03	1.40000000e+00	1.80211668e+00	-6.29815990e-01	-2.41921388e-01	8.31834388e-02	1.50443513e-01
7.71477700e+03	1.40000000e+00	1.82185266e+00	-5.94224259e-01	-2.41869900e-01	8.31683361e-02	1.52629348e-01
7.71507700e+03	1.40000000e+00	1.83630984e+00	-5.99945376e-01	-2.41912868e-01	8.30152072e-02	1.53286532e-01
