7.60006700e+03	1.92000000e+00	1.37983287e+00	-9.35717036e-02	-4.68197063e-02	1.00000000e+00
7.61064100e+03	1.92000000e+00	1.53561509e+00	-1.32573776e-01	-4.68097137e-02	1.00000000e+00
7.62455600e+03	1.92000000e+00	1.58157786e+00	-1.08061806e-01	-4.68014710e-02	1.00000000e+00
7.63720000e+03	1.92000000e+00	1.63217823e+00	-9.44025324e-02	-4.67789665e-02	1.00000000e+00
7.64969900e+03	1.92000000e+00	1.62461497e+00	-1.16578844e-01	-4.68442184e-02	1.00000000e+00
7.66219900e+03	1.92000000e+00	1.62671792e+00	-1.06705775e-01	-4.68153337e-02	1.00000000e+00
7.67473300e+03	1.92000000e+00	1.74169313e+00	-8.75016626e-02	-4.67883687e-02	1.00000000e+00
7.68733100e+03	1.92000000e+00	1.63700253e+00	-8.74245833e-02	-4.67381561e-02	1.00000000e+00
7.70001000e+03	1.92000000e+00	1.64184893e+00	-9.69142508e-02	-4.68106322e-02	1.00000000e+00
7.70038800e+03	1.92000000e+00	1.64502061e+00	-1.03563265e-01	-4.68425282e-02	1.00000000e+00
7.70071900e+03	1.92000000e+00	1.65048295e+00	-1.54923981e-01	-4.68644544e-02	1.00000000e+00
7.70107100e+03	1.92000000e+00	1.64933509e+00	-1.05549367e-01	-4.68032945e-02	1.00000000e+00
7.70143400e+03	1.92000000e+00	1.64526851e+00	-9.52858908e-02	-4.67214925e-02	1.00000000e+00
7.70179800e+03	1.92000000e+00	1.65147583e+00	-1.13619438e-01	-4.68944795e-02	1.00000000e+00
7.70215500e+03	1.92000000e+00	1.65044873e+00	-8.98597017e-02	-4.68941076e-02	1.00000000e+00
7.70251500e+03	1.92000000e+00	1.64749948e+00	-1.59215824e-01	-4.69728956e-02	1.00000000e+00
7.70287900e+03	1.92000000e+00	1.64579234e+00	-1.12000506e-01	-4.68008139e-02	1.00000000e+00
7.70324200e+03	1.92000000e+00	1.64578252e+00	-1.07152212e-01	-4.67794760e-02	1.00000000e+00
7.70360000e+03	1.92000000e+00	1.64544413e+00	-1.50777030e-01	-4.68624185e-02	1.00000000e+00
7.70396100e+03	1.92000000e+00	1.64872067e+00	-9.22689463e-02	-4.68760994e-02	1.00000000e+00
7.70432500e+03	1.92000000e+00	1.65195301e+00	-1.36396459e-01	-4.68379756e-02	1.00000000e+00
7.70468700e+03	1.92000000e+00	1.65140015e+00	-8.86598598e-02	-4.68653140e-02	1.00000000e+00
7.70502000e+03	1.92000000e+00	1.65100372e+00	-1.07477301e-01	-4.66745397e-02	1.00000000e+00
7.70538100e+03	1.92000000e+00	1.64840396e+00	-1.11580361e-01	-4.67703103e-02	1.00000000e+00
7.70574900e+03	1.92000000e+00	1.65099452e+00	-1.15308945e-01	-4.67845749e-02	1.00000000e+00
7.70611200e+03	1.92000000e+00	1.66375138e+00	-1.38860287e-01	-4.67361231e-02	1.00000000e+00
7.70647100e+03	1.92000000e+00	1.67315930e+00	-1.06613756e-01	-4.68197133e-02	1.00000000e+00
7.70683100e+03	1.92000000e+00	1.68834379e+00	-1.57095869e-01	-4.67851599e-02	1.00000000e+00
7.70719600e+03	1.92000000e+00	1.70140288e+00	-1.37739255e-01	-4.68246421e-02	1.00000000e+00
7.70755700e+03	1.92000000e+00	1.71174822e+00	-1.13969082e-01	-4.66157681e-02	1.00000000e+00
7.70791500e+03	1.92000000e+00	1.71590413e+00	-1.57356868e-01	-4.68068488e-02	1.00000000e+00
7.70828000e+03	1.92000000e+00	1.71524217e+00	-1.11751653e-01	-4.68264049e-02	1.00000000e+00
7.70864600e+03	1.92000000e+00	1.71847542e+00	-8.84301616e-02	-4.66370222e-02	1.00000000e+00
7.70898200e+03	1.92000000e+00	1.71577340e+00	-1.01926980e-01	-4.67832682e-02	1.00000000e+00
7.70929000e+03	1.92000000e+00	1.71161960e+00	-1.52636766e-01	-4.68059973e-02	1.00000000e+00
7.70959600e+03	1.92000000e+00	1.71664789e+00	-1.32708741e-01	-4.67801143e-02	1.00000000e+00
7.70990300e+03	1.92000000e+00	1.71789304e+00	-9.69938615e-02	-4.68067838e-02	1.00000000e+00
7.71021100e+03	1.92000000e+00	1.71304473e+00	-1.24219956e-01	-4.68318107e-02	1.00000000e+00
7.71051400e+03	1.92000000e+00	1.70814586e+00	-8.77021603e-02	-4.67917458e-02	1.00000000e+00
7.71082300e+03	1.92000000e+00	1.70775114e+00	-8.56294585e-02	-4.68121095e-02	1.00000000e+00
7.71110800e+03	1.92000000e+00	1.70690580e+00	-1.12200024e-01	-4.68222776e-02	1.00000000e+00
7.71141600e+03	1.92000000e+00	1.71386064e+00	-1.33132295e-01	-4.68054731e-02	1.00000000e+00
7.71172500e+03	1.92000000e+00	1.71147104e+00	-1.35212354e-01	-4.68107549e-02	1.00000000e+00
7.71202900e+03	1.92000000e+00	1.71100840e+00	-1.53175229e-01	-4.68998919e-02	1.00000000e+00
7.71233300e+03	1.92000000e+00	1.71160244e+00	-8.57138670e-02	-4.68469109e-02	1.00000000e+00
7.71264400e+03	1.92000000e+00	1.70694620e+00	-1.08693864e-01	-4.67690268e-02	1.00000000e+00
7.71295300e+03	1.92000000e+00	1.71460660e+00	-1.57297886e-01	-4.69516797e-02	1.00000000e+00
7.71323500e+03	1.92000000e+00	1.71875265e+00	-9.82701494e-02	-4.68510245e-02	1.00000000e+00
7.71353800e+03	1.92000000e+00	1.73215958e+00	-1.36245431e-01	-4.68757313e-02	1.00000000e+00
7.71385300e+03	1.92000000e+00	1.75355425e+00	-8.64174749e-02	-4.68378819e-02	1.00000000e+00
7.71416100e+03	1.92000000e+00	1.77818629e+00	-1.23332668e-01	-4.68442562e-02	1.00000000e+00
7.71447000e+03	1.92000000e+00	1.81031979e+00	-1.04474426e-01	-4.68363416e-02	1.00000000e+00
