7.60006700e+03	8.00000000e-02	1.37323538e+00	1.92734206e-01	7.70999771e-02	1.00000000e+00
7.61064100e+03	8.00000000e-02	1.53135108e+00	1.48036342e-01	7.72272437e-02	1.00000000e+00
7.62455600e+03	8.00000000e-02	1.58053277e+00	1.88736279e-01	7.71177323e-02	1.00000000e+00
7.63720000e+03	8.00000000e-02	1.62995920e+00	2.21710747e-01	7.71601810e-02	1.00000000e+00
7.64969900e+03	8.00000000e-02	1.62310357e+00	2.23232227e-01	7.72811376e-02	1.00000000e+00
7.66219900e+03	8.00000000e-02	1.62530487e+00	1.88767857e-01	7.71310839e-02	1.00000000e+00
7.67473300e+03	8.00000000e-02	1.74040892e+00	2.01695350e-01	7.71815432e-02	1.00000000e+00
7.68733100e+03	8.00000000e-02	1.63691210e+00	2.01782693e-01	7.72069824e-02	1.00000000e+00
7.70001000e+03	8.00000000e-02	1.64258249e+00	1.91658147e-01	7.71998566e-02	1.00000000e+00
7.70038800e+03	8.00000000e-02	1.64596192e+00	1.89129942e-01	7.72010254e-02	1.00000000e+00
7.70071900e+03	8.00000000e-02	1.65002417e+00	1.90844439e-01	7.71788531e-02	1.00000000e+00
7.70107100e+03	8.00000000e-02	1.64886730e+00	1.88720806e-01	7.71429945e-02	1.00000000e+00
7.70143400e+03	8.00000000e-02	1.64498057e+00	1.92520632e-01	7.71817416e-02	1.00000000e+00
7.70179800e+03	8.00000000e-02	1.65054175e+00	2.23842351e-01	7.72046331e-02	1.00000000e+00
7.70215500e+03	8.00000000e-02	1.65114085e+00	1.97915405e-01	7.72489463e-02	1.00000000e+00
7.70251500e+03	8.00000000e-02	1.64826322e+00	1.69456779e-01	7.71494082e-02	1.00000000e+00
7.70287900e+03	8.00000000e-02	1.64498729e+00	1.91527667e-01	7.71874414e-02	1.00000000e+00
7.70324200e+03	8.00000000e-02	1.64497078e+00	1.78266726e-01	7.72433466e-02	1.00000000e+00
7.70360000e+03	8.00000000e-02	1.64527855e+00	1.96612060e-01	7.71193154e-02	1.00000000e+00
7.70396100e+03	8.00000000e-02	1.64802067e+00	1.94667808e-01	7.73355647e-02	1.00000000e+00
7.70432500e+03	8.00000000e-02	1.65212226e+00	2.11496508e-01	7.71446544e-02	1.00000000e+00
7.70468700e+03	8.00000000e-02	1.65217697e+00	2.16547809e-01	7.71494592e-02	1.00000000e+00
7.70502000e+03	8.00000000e-02	1.65077703e+00	1.88505013e-01	7.72040661e-02	1.00000000e+00
7.70538100e+03	8.00000000e-02	1.64824888e+00	1.91707971e-01	7.72661877e-02	1.00000000e+00
7.70574900e+03	8.00000000e-02	1.65004141e+00	1.49302322e-01	7.72201655e-02	1.00000000e+00
7.70611200e+03	8.00000000e-02	1.66305521e+00	2.09060488e-01	7.71737574e-02	1.00000000e+00
7.70647100e+03	8.00000000e-02	1.67170216e+00	1.88326123e-01	7.72045007e-02	1.00000000e+00
7.70683100e+03	8.00000000e-02	1.68789045e+00	1.64651686e-01	7.72032932e-02	1.00000000e+00
7.70719600e+03	8.00000000e-02	1.69979039e+00	2.10144398e-01	7.71149161e-02	1.00000000e+00
7.70755700e+03	8.00000000e-02	1.71054517e+00	2.22845534e-01	7.71396198e-02	1.00000000e+00
7.70791500e+03	8.00000000e-02	1.71518079e+00	1.83222054e-01	7.72029945e-02	1.00000000e+00
7.70828000e+03	8.00000000e-02	1.71492051e+00	1.91470506e-01	7.70521300e-02	1.00000000e+00
7.70864600e+03	8.00000000e-02	1.71793472e+00	2.16277728e-01	7.71773409e-02	1.00000000e+00
7.70898200e+03	8.00000000e-02	1.71441159e+00	1.88453713e-01	7.71429096e-02	1.00000000e+00
7.70929000e+03	8.00000000e-02	1.71248321e+00	1.58253450e-01	7.71808064e-02	1.00000000e+00
7.70959600e+03	8.00000000e-02	1.71620796e+00	2.13305112e-01	7.71743241e-02	1.00000000e+00
7.70990300e+03	8.00000000e-02	1.71744171e+00	1.90279875e-01	7.71409534e-02	1.00000000e+00
7.71021100e+03	8.00000000e-02	1.71318159e+00	1.46557648e-01	7.71586227e-02	1.00000000e+00
7.71051400e+03	8.00000000e-02	1.70787301e+00	2.14878298e-01	7.71824130e-02	1.00000000e+00
7.71082300e+03	8.00000000e-02	1.70710842e+00	2.05163774e-01	7.71426053e-02	1.00000000e+00
7.71110800e+03	8.00000000e-02	1.70615104e+00	1.50633492e-01	7.71833751e-02	1.00000000e+00
7.71141600e+03	8.00000000e-02	1.71303600e+00	1.47445917e-01	7.72183478e-02	1.00000000e+00
7.71172500e+03	8.00000000e-02	1.71032215e+00	2.07412396e-01	7.71298013e-02	1.00000000e+00
7.71202900e+03	8.00000000e-02	1.70858036e+00	1.92935586e-01	7.71396042e-02	1.00000000e+00
7.71233300e+03	8.00000000e-02	1.70954616e+00	2.05147487e-01	7.73010853e-02	1.00000000e+00
